batsman,batsman_hand,batsman_style,batsman_form,bowler,bowler_type,bowler_form,venue,weather,inning,overs,wickets,runs_needed,balls_remaining,current_run_rate,required_run_rate,ball_age,ball_type,bowling_speed_kph,bowling_path_type,pitch_line,pitch_length,batsman_reaction,shot_contact,runs_scored,is_wicket,win_probability_after
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Night (Dew),1,14.4,7,0,32,8.68,0.0,14.4,White Kookaburra,74.6,Cutter,On the Off Stump,Full,Drive,Weak,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Night (Dew),2,7.2,5,147,76,6.94,11.61,7.2,Pink Ball,93.5,Googly,Middle Stump,Good Length,Sweep,Weak,1,0,0.5379270059740935
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Sunny,1,10.4,6,0,56,8.17,0.0,10.4,Pink Ball,141.0,In-swinger,Outside Off,Yorker,Defensive,Weak,2,0,0.15
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Narendra Modi Stadium (Ahmedabad),Humid,2,2.5,2,134,103,6.4,7.81,2.5,SG Test,152.4,Yorker,On the Off Stump,Yorker,Drive,Missed,0,1,0.9038867133624949
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Overcast,1,1.4,1,0,110,9.29,0.0,1.4,Pink Ball,93.1,Googly,Outside Off,Short,Defensive,Weak,0,0,0.46513998213711993
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),2,6.6,4,136,78,9.09,10.46,6.6,SG Test,129.0,Cutter,Outside Off,Full,Defensive,Weak,1,0,0.721151741657903
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Overcast,1,14.1,7,0,35,8.58,0.0,14.1,Pink Ball,88.6,Normal,Outside Off,Full,Defensive,Solid,1,0,0.15
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Overcast,2,10.1,6,102,59,9.5,10.37,10.1,White Kookaburra,87.3,Normal,Middle Stump,Full,Glance,Edge,0,0,0.5266987191992973
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Overcast,1,5.1,3,0,89,8.63,0.0,5.1,Pink Ball,96.1,Googly,Leg Stump,Good Length,Sweep,Weak,0,0,0.36268022685425944
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Sunny,1,16.3,8,0,21,10.25,0.0,16.3,Pink Ball,95.4,Leg-break,Outside Off,Full,Drive,Weak,0,0,0.15
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Sunny,1,17.5,9,0,13,6.86,0.0,17.5,White Kookaburra,143.6,Out-swinger,Outside Off,Good Length,Drive,Edge,1,0,0.15
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Night (Dew),2,7.4,5,90,74,9.19,7.3,7.4,Pink Ball,139.8,Yorker,On the Off Stump,Yorker,Slog,Edge,0,0,0.8379371539921118
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,4.4,2,163,92,10.0,10.63,4.4,SG Test,88.4,Normal,Outside Leg,Full,Slog,Solid,1,0,0.8446889353971967
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Night (Dew),2,8.1,5,82,71,9.01,6.93,8.1,Pink Ball,142.4,In-swinger,On the Off Stump,Full,Defensive,Solid,1,0,0.861761726827506
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Humid,2,13.3,7,80,39,5.34,12.31,13.3,SG Test,133.6,Cutter,Outside Off,Good Length,Lofted Shot,Missed,0,0,0.2648224113832865
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Overcast,1,19.4,9,0,2,9.79,0.0,19.4,Pink Ball,89.2,Normal,Outside Off,Full,Defensive,Weak,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Humid,1,0.6,0,0,114,6.67,0.0,0.6,White Kookaburra,137.2,In-swinger,Outside Off,Good Length,Defensive,Weak,0,0,0.2643705130036239
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Overcast,2,17.6,9,55,12,6.82,27.5,17.6,SG Test,83.7,Normal,On the Off Stump,Good Length,Drive,Solid,1,0,0.00044852795982146053
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Rajiv Gandhi International Stadium (Hyderabad),Overcast,2,2.5,1,147,103,8.4,8.56,2.5,Pink Ball,96.8,Leg-break,On the Off Stump,Good Length,Defensive,Weak,0,0,0.9412285286766464
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),2,19.4,9,12,2,7.16,36.0,19.4,SG Test,137.6,Out-swinger,Outside Off,Good Length,Drive,Weak,0,0,0.0
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Sunny,2,12.1,6,101,47,6.78,12.89,12.1,SG Test,69.0,Cutter,Middle Stump,Good Length,Drive,Edge,1,0,0.3175145874438256
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,M. Chinnaswamy Stadium (Bengaluru),Humid,1,13.3,6,0,39,8.87,0.0,13.3,White Kookaburra,145.8,In-swinger,Middle Stump,Good Length,Slog,Edge,1,0,0.15
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Night (Dew),2,17.4,9,19,14,7.13,8.14,17.4,Pink Ball,87.4,Leg-break,On the Off Stump,Full,Defensive,Solid,4,0,0.5460994738181332
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Night (Dew),1,9.2,5,0,64,9.57,0.0,9.2,SG Test,94.5,Normal,On the Off Stump,Good Length,Drive,Weak,1,0,0.30829019068779484
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Night (Dew),1,12.1,9,0,47,7.11,0.0,12.1,White Kookaburra,146.5,Out-swinger,Outside Off,Full Toss,Lofted Shot,Missed,0,1,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Night (Dew),1,10.5,6,0,55,9.81,0.0,10.5,White Kookaburra,95.8,Normal,Leg Stump,Full,Drive,Solid,2,0,0.20666851750580545
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Overcast,1,18.1,9,0,11,7.96,0.0,18.1,Pink Ball,145.4,Bouncer,Middle Stump,Short,Lofted Shot,Weak,2,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Sunny,1,19.4,9,0,2,9.33,0.0,19.4,Pink Ball,147.1,In-swinger,Middle Stump,Good Length,Sweep,Missed,0,1,0.15
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Sunny,1,14.6,8,0,30,7.4,0.0,14.6,Pink Ball,95.0,Googly,On the Off Stump,Good Length,Drive,Edge,0,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),1,10.6,7,0,54,10.28,0.0,10.6,Pink Ball,141.8,Out-swinger,Middle Stump,Good Length,Defensive,Weak,1,0,0.15
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Overcast,2,18.2,9,4,10,9.18,2.4,18.2,White Kookaburra,94.5,Googly,Middle Stump,Full Toss,Lofted Shot,Edge,0,0,0.8411308951190849
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Sunny,2,9.2,4,66,64,7.83,6.19,9.2,SG Test,141.7,Yorker,On the Off Stump,Yorker,Drive,Solid,4,0,0.926445823065181
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Sunny,2,11.5,5,66,49,7.57,8.08,11.5,Pink Ball,80.3,Leg-break,On the Off Stump,Good Length,Drive,Weak,0,0,0.7879311956428947
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Overcast,1,3.5,1,0,97,8.29,0.0,3.5,White Kookaburra,146.7,In-swinger,On the Off Stump,Full,Defensive,Weak,0,0,0.4000216261408139
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Humid,1,14.1,8,0,35,8.94,0.0,14.1,SG Test,85.0,Leg-break,Outside Off,Good Length,Slog,Edge,4,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Night (Dew),2,10.4,5,91,56,7.31,9.75,10.4,White Kookaburra,138.8,Yorker,Middle Stump,Yorker,Defensive,Solid,1,0,0.6864633038842874
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Sunny,2,17.4,9,9,14,9.25,3.86,17.4,SG Test,94.6,Leg-break,Middle Stump,Full,Sweep,Edge,1,0,0.7871267392372587
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Sunny,1,10.5,5,0,55,8.29,0.0,10.5,SG Test,150.1,Bouncer,Leg Stump,Short,Slog,Missed,0,0,0.15
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Humid,1,17.2,9,0,16,10.06,0.0,17.2,Pink Ball,100.6,Leg-break,Outside Leg,Good Length,Slog,Edge,0,1,0.15
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Rajiv Gandhi International Stadium (Hyderabad),Humid,2,2.5,2,170,103,11.6,9.9,2.5,White Kookaburra,93.6,Googly,Outside Off,Good Length,Slog,Weak,1,0,0.8722040151971304
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Humid,1,6.5,3,0,79,8.46,0.0,6.5,White Kookaburra,94.8,Googly,On the Off Stump,Full,Drive,Weak,1,0,0.24144932304825753
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),2,17.1,8,30,17,7.37,10.59,17.1,Pink Ball,137.5,In-swinger,Outside Off,Yorker,Defensive,Weak,1,0,0.3155604638076522
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),1,6.1,3,0,83,7.21,0.0,6.1,White Kookaburra,138.9,In-swinger,On the Off Stump,Good Length,Drive,Edge,0,0,0.16090632333299407
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Sunny,2,2.3,1,172,105,10.87,9.83,2.3,SG Test,71.3,Cutter,Outside Off,Good Length,Defensive,Weak,0,0,0.9110823863801454
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,Narendra Modi Stadium (Ahmedabad),Night (Dew),1,8.2,6,0,70,8.05,0.0,8.2,Pink Ball,146.4,Out-swinger,On the Off Stump,Yorker,Drive,Edge,0,1,0.15
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Sunny,2,18.6,9,38,6,6.83,38.0,18.6,Pink Ball,64.3,Cutter,On the Off Stump,Full,Defensive,Solid,0,0,0.0
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Humid,1,8.6,6,0,66,8.6,0.0,8.6,Pink Ball,138.4,Bouncer,Middle Stump,Short,Lofted Shot,Weak,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Overcast,2,12.3,8,76,45,6.67,10.13,12.3,Pink Ball,87.0,Off-break,Leg Stump,Full,Glance,Weak,0,0,0.3481291955220693
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Night (Dew),2,12.6,6,74,42,7.3,10.57,12.6,SG Test,78.3,Leg-break,On the Off Stump,Good Length,Drive,Edge,0,1,0.41332327662636
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,1.3,1,172,111,6.15,9.3,1.3,SG Test,93.0,Googly,Outside Off,Full,Defensive,Weak,1,0,0.9287374107056781
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Sunny,1,13.3,6,0,39,7.44,0.0,13.3,White Kookaburra,146.2,Out-swinger,Middle Stump,Full,Defensive,Weak,0,0,0.15
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Arun Jaitley Stadium (Delhi),Overcast,2,5.4,3,121,86,6.67,8.44,5.4,SG Test,94.6,Normal,Outside Off,Full,Defensive,Weak,0,0,0.8819043001347568
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Sunny,2,16.6,9,34,18,7.05,11.33,16.6,White Kookaburra,85.1,Leg-break,On the Off Stump,Full,Drive,Solid,2,0,0.20538994140315717
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Overcast,2,8.2,4,100,70,7.8,8.57,8.2,White Kookaburra,123.3,Cutter,Leg Stump,Good Length,Sweep,Edge,1,0,0.8301874760386908
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Night (Dew),2,11.6,5,86,48,7.33,10.75,11.6,Pink Ball,81.0,Leg-break,On the Off Stump,Good Length,Drive,Solid,1,0,0.6135187946020596
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Night (Dew),1,13.6,6,0,36,10.29,0.0,13.6,White Kookaburra,91.4,Off-break,Leg Stump,Full,Defensive,Weak,1,0,0.24920159367815636
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Sunny,2,0.6,0,161,114,5.0,8.47,0.6,White Kookaburra,97.7,Leg-break,Outside Leg,Good Length,Slog,Missed,0,0,0.9611329016186999
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Sunny,2,17.6,9,14,12,9.2,7.0,17.6,White Kookaburra,147.1,Yorker,Middle Stump,Yorker,Defensive,Weak,0,0,0.48182619160616935
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Sunny,2,6.1,3,106,83,7.21,7.66,6.1,White Kookaburra,137.9,Out-swinger,Outside Off,Good Length,Defensive,Missed,0,0,0.9076577715135632
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Overcast,1,10.6,5,0,54,8.02,0.0,10.6,Pink Ball,96.3,Leg-break,Outside Off,Good Length,Lofted Shot,Missed,0,0,0.151838964880831
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Overcast,2,10.6,7,109,54,6.42,12.11,10.6,SG Test,85.0,Leg-break,Outside Off,Full,Defensive,Weak,0,0,0.28518861862329764
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Sunny,2,16.3,9,25,21,8.47,7.14,16.3,SG Test,68.9,Cutter,Middle Stump,Good Length,Drive,Missed,0,0,0.49375032550048953
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Humid,2,1.3,0,135,111,6.92,7.3,1.3,SG Test,79.8,Leg-break,Leg Stump,Good Length,Glance,Weak,0,0,0.973985118186223
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Night (Dew),2,7.2,4,95,76,8.47,7.5,7.2,SG Test,87.5,Normal,Middle Stump,Good Length,Defensive,Weak,2,0,0.8812164130341268
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Narendra Modi Stadium (Ahmedabad),Night (Dew),1,13.5,7,0,37,10.07,0.0,13.5,SG Test,82.3,Googly,On the Off Stump,Good Length,Defensive,Weak,1,0,0.19566292822818146
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Sunny,1,5.3,2,0,87,8.11,0.0,5.3,White Kookaburra,99.9,Googly,Middle Stump,Full,Defensive,Weak,0,0,0.2655065305895226
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,8.3,5,123,69,7.47,10.7,8.3,Pink Ball,91.8,Normal,On the Off Stump,Full,Ramp/Scoop,Solid,1,0,0.6140463054011103
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Sunny,2,11.2,5,100,52,6.25,11.54,11.2,White Kookaburra,71.8,Cutter,Leg Stump,Full,Defensive,Weak,0,0,0.5205766073839236
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Night (Dew),2,18.1,9,39,11,7.4,21.27,18.1,White Kookaburra,78.8,Cutter,On the Off Stump,Full,Defensive,Weak,1,0,0.00481113265483768
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Overcast,2,10.4,5,103,56,6.92,11.04,10.4,White Kookaburra,151.7,Bouncer,Leg Stump,Short,Slog,Missed,0,0,0.566423241366591
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Sunny,1,16.6,8,0,18,7.71,0.0,16.6,SG Test,97.0,Googly,On the Off Stump,Short,Defensive,Weak,2,0,0.15
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Sunny,2,16.4,9,38,20,9.7,11.4,16.4,Pink Ball,66.8,Cutter,On the Off Stump,Full,Drive,Edge,1,0,0.18400073768032738
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,HPCA Stadium (Dharamshala),Overcast,1,12.6,6,0,42,7.3,0.0,12.6,White Kookaburra,97.7,Googly,On the Off Stump,Good Length,Defensive,Weak,1,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Humid,2,12.5,7,56,43,7.12,7.81,12.5,White Kookaburra,79.2,Leg-break,Middle Stump,Good Length,Sweep,Weak,1,0,0.6570104626734988
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Night (Dew),1,15.4,7,0,26,8.57,0.0,15.4,Pink Ball,151.0,Yorker,On the Off Stump,Yorker,Drive,Weak,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Humid,1,12.2,7,0,46,6.72,0.0,12.2,SG Test,95.6,Googly,Leg Stump,Full,Sweep,Edge,0,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Humid,2,2.1,4,133,107,8.57,7.46,2.1,Pink Ball,98.8,Leg-break,Middle Stump,Good Length,Slog,Edge,1,0,0.8792031376264409
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Overcast,1,2.4,1,0,104,9.17,0.0,2.4,SG Test,144.6,In-swinger,On the Off Stump,Full,Defensive,Weak,1,0,0.48752342385538433
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Overcast,1,3.2,1,0,100,7.81,0.0,3.2,SG Test,151.2,Out-swinger,On the Off Stump,Full,Lofted Shot,Missed,0,0,0.2914624932286609
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Sunny,1,17.6,9,0,12,9.77,0.0,17.6,Pink Ball,138.2,Bouncer,Middle Stump,Short,Lofted Shot,Edge,1,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,Rajiv Gandhi International Stadium (Hyderabad),Overcast,1,11.3,5,0,51,7.35,0.0,11.3,SG Test,86.1,Googly,Middle Stump,Good Length,Sweep,Weak,1,0,0.15
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Overcast,1,15.3,7,0,27,10.26,0.0,15.3,White Kookaburra,95.7,Normal,Leg Stump,Good Length,Glance,Missed,0,1,0.15
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Sunny,1,17.4,9,0,14,8.22,0.0,17.4,Pink Ball,136.8,In-swinger,Outside Off,Good Length,Drive,Weak,1,0,0.15
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),1,3.5,1,0,97,8.29,0.0,3.5,SG Test,86.3,Googly,On the Off Stump,Full,Defensive,Weak,1,0,0.2678859456073548
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,Rajiv Gandhi International Stadium (Hyderabad),Sunny,2,19.2,9,37,4,6.56,55.5,19.2,White Kookaburra,85.7,Leg-break,Outside Off,Good Length,Drive,Weak,0,0,0.0
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Humid,2,13.1,6,75,41,7.94,10.98,13.1,Pink Ball,140.4,In-swinger,On the Off Stump,Good Length,Defensive,Solid,2,0,0.49187571509373923
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Humid,1,3.4,1,0,98,7.94,0.0,3.4,SG Test,97.0,Googly,Outside Off,Good Length,Defensive,Weak,0,0,0.3620063293390162
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,Rajiv Gandhi International Stadium (Hyderabad),Humid,2,8.5,4,127,67,8.35,11.37,8.5,Pink Ball,78.8,Normal,Middle Stump,Short,Defensive,Weak,0,0,0.6362421681050833
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Overcast,2,0.6,0,139,114,6.67,7.32,0.6,White Kookaburra,84.1,Leg-break,Outside Off,Full,Defensive,Weak,1,0,0.974304255310948
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Humid,1,16.4,8,0,20,7.56,0.0,16.4,White Kookaburra,146.6,Out-swinger,Leg Stump,Full,Defensive,Weak,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Night (Dew),2,3.2,2,139,100,7.5,8.34,3.2,Pink Ball,94.7,Leg-break,Leg Stump,Good Length,Defensive,Weak,0,0,0.9249451425464719
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,M. Chinnaswamy Stadium (Bengaluru),Overcast,2,8.2,5,141,70,8.78,12.09,8.2,White Kookaburra,139.6,Bouncer,Leg Stump,Short,Defensive,Weak,0,0,0.47718975727735113
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Humid,2,7.4,3,127,74,10.0,10.3,7.4,White Kookaburra,85.2,Googly,On the Off Stump,Full,Drive,Weak,0,0,0.7935691746104419
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Night (Dew),1,13.4,6,0,38,8.66,0.0,13.4,White Kookaburra,87.1,Leg-break,Outside Off,Full,Lofted Shot,Weak,0,0,0.15
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Humid,2,13.1,8,54,41,7.71,7.9,13.1,White Kookaburra,142.8,Yorker,Middle Stump,Yorker,Defensive,Solid,1,0,0.5541616527636486
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),1,12.5,7,0,43,9.84,0.0,12.5,White Kookaburra,92.7,Normal,Middle Stump,Good Length,Slog,Edge,1,0,0.17799368578624652
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Humid,2,12.4,7,80,44,7.98,10.91,12.4,Pink Ball,92.9,Normal,On the Off Stump,Full,Drive,Weak,1,0,0.3874272705905039
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Humid,1,4.3,2,0,93,9.77,0.0,4.3,SG Test,87.0,Leg-break,On the Off Stump,Good Length,Drive,Solid,4,0,0.3875296114911639
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Humid,2,4.4,3,147,92,7.5,9.59,4.4,SG Test,141.0,In-swinger,Leg Stump,Short,Defensive,Weak,0,0,0.8330907471387021
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Overcast,2,18.2,9,30,10,5.82,18.0,18.2,SG Test,140.7,In-swinger,Leg Stump,Short,Ramp/Scoop,Edge,4,0,0.030275691986950487
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Overcast,2,17.4,8,19,14,8.05,8.14,17.4,Pink Ball,140.1,In-swinger,On the Off Stump,Good Length,Drive,Missed,0,0,0.4826992172163461
